content,content_stem,target
"i moved to the tempe area about 2 weeks ago from socal, the mecca for asian restaurants.  since moving out here, my only taste for asian food has been panda express.  well, i was craving teriyaki last night but had no idea where to go so i did a search here.  tokyo house got a bunch of great reviews and everyone mentioned a cool old man behind the counter so i just had to check this place out.

as soon as i walked in the door, i was greeted by the old man...from across the joint, behind the counter, mind you.  he was SUPER nice and SUPER funny!  

checked out the menu and the selection was a bit overwhelming!  they have every teriyaki dish available, and bunch of fried rice and noodle choices, and for those that like rabbit food, vegetable dishes.  i was a bit surprised though to not see gyoza or pot stickers on the menu...was bummed out about that.

i had a hard time deciding what to get but remembered Sarah W.'s review of the house chicken, so i went with that.  i went with a large order and let me tell you; if you're hungry, you definitely will be stuffed after a large order.  the dish was very tasty and delicious and was definitely overflowing with mushroom.  i love mushroom!  the house chicken is supposed to be spicy and although it had a little kick, it wasn't the ""spicy"" i was used to from asian joints in socal.  i wish it had a bit more rice, though.  either way, the dish was great!  i would definitely order it again!

i highly recommend this joint.  you will be treated well by the cool old man behind the counter, the place is clean, the servings are generous and the  price is cheap!",move temp area week ago socal mecca asian restaur sinc move tast asian food panda express well crave teriyaki last night idea go search tokyo hous got bunch great review everyon mention cool old man behind counter check place soon walk door greet old man across joint behind counter mind super nice super funni check menu select bit overwhelm everi teriyaki dish avail bunch fri rice noodl choic like rabbit food veget dish bit surpris though see gyoza pot sticker menu bum hard decid get rememb sarah w review hous chicken went went larg order let tell hungri definit stuf larg order dish tasti delici definit overflow mushroom love mushroom hous chicken suppos spici although littl kick spici use asian joint socal wish bit rice though either way dish great would definit order highli recommend joint treat well cool old man behind counter place clean serv gener price cheap,0
"Had been with Shopee for several years! Had always enjoy shopping,buying and also playing Shopee games and all... but unfortunately,recently unable to finished typing my review on several products I had purchased, halfway it got 'hang' and 'stuck' there, not allowing me to continue the review(so many products I purchased I couldn't get coins that I deserved to have!!!!) ....SO DISAPPOINTING 😞",sever year alway enjoy shop buy also play game unfortun recent unabl finish type review sever product purchas halfway got hang stuck allow continu review mani product purchas get coin deserv disappoint,1
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,camera phone may use dustpan indoor rather use dispos,1
It seems like there's some bug...I used Shopee for a few years and thus is the 1st tike I encountered such issue. It happens when I want to checkout and it would ask me to add a new address and I filled in and it would say server error...at the 1st place it should be asking me for new address because I already had address saved jnder for profile...,seem like bug use year thu st tike encount issu happen want checkout would ask add new address fill would say server error st place ask new address alreadi address save jnder profil,0
"I have to admit I was a bit hesitate about staying here after reading some of the previous reviews.  We stayed in the 9000 section of the hotel which is behind the convention center part.  I'd recommend this if you want something quiet where you won't get noise from the front parking area or pools.  Yes, I said pools...a great thing for those of us who only wanted to relax and get some sun.
Every staff member that we encountered walking the property was friendly and always acknowledged us.  
We had a two queen room and the room itself was very large and I liked that every room has either a patio or balcony.  Our view happened to be of the basketball and tennis court but it was nice to be able to go outside and sit on the patio in the morning to have coffee and relax.  I assume that we had a room that had already been renovated since the bedding looked new...and the bed was SO comfortable!  
The breakfast buffet is good and it's nice that you can order eggs anyway you like them as part of that.  Other than that we mostly just had drinks while laying by the pool.  

The only negative thing that comes to mind is the fact that the toilets are VERY loud when flushed.  I have no idea if it was the rooms next to us or above us but every time someone flushed a toilet in the middle of the night I woke up....I am a light sleeper but still, if there are more renovations to be done I hope this is something they can address.

The location is great and I can't wait to book my next trip back.",admit bit hesit stay read previou review stay section hotel behind convent center part recommend want someth quiet get nois front park area pool ye said pool great us want relax get sun everi staff member encount walk properti friendli alway acknowledg us two queen room room larg like everi room either patio balconi view happen basketbal tenni court nice abl go outsid sit patio morn coffe relax assum room alreadi renov sinc bed look new bed comfort breakfast buffet good nice order egg anyway like part mostli drink lay pool neg come mind fact toilet loud flush idea room next us us everi someon flush toilet middl night woke light sleeper still renov done hope someth address locat great wait book next trip back,0
"Bring an extra sleeve of balls when you play here for all the water hazards! 

I showed up today (Sunday) and was a little thrown off by all the people at the bag drop wearing football jerseys. Especially when the people wearing jerseys were the ones grabbing my clubs and putting them in a cart. Thought I was at Buffalo Wild Wings! 

I thought this was a very nice course but the reason it didn't get 5 stars was because it just didn't have that top notch feel that other Troon managed properties have. The greens were very inconsistent; some really fast, some really slow, and some were bumpy. The grass on gold was extremely long and it was very easy to lose your ball in the rough because the grass was so deep. Blue was cut much better but I had a couple complaints with holes 7 and 9. If you're playing the blue course in the late afternoon, you might as well close your eyes while teeing off at 7 and 9 because the architect made the course so you look directly into the sun. 

I sneaked on today for $44 bucks and was very satisfied with what I got for the price. If I didn't live 15 miles away, and could always get on for $40 I'd probably golf here a lot more. If the green fees are above $50, I just couldn't justify it with all the other nice options around the valley. 

On a final note, I was EXTREMELY impressed by the staff and how friendly they were. I was not only asked how my round of golf went, I was also told how glad they were that I came out, and finally that they really hope to see me again. Definitely don't get that kind of service too often!",bring extra sleev ball play water hazard show today sunday littl thrown peopl bag drop wear footbal jersey especi peopl wear jersey one grab club put cart thought buffalo wild wing thought nice cours reason get star top notch feel troon manag properti green inconsist realli fast realli slow bumpi grass gold extrem long easi lose ball rough grass deep blue cut much better coupl complaint hole play blue cours late afternoon might well close eye tee architect made cours look directli sun sneak today buck satisfi got price live mile away could alway get probabl golf lot green fee justifi nice option around valley final note extrem impress staff friendli ask round golf went also told glad came final realli hope see definit get kind servic often,0
"thrice my orders were cancelled. The thing was, need to take more than a week before the seller or the system cancel the orders. Waste of time of waiting. Then need to order to another seller, and waiting game again. Can't even give feedback for those sellers who cancelled or failed to ship out the item to give other people warnings and beware",thrice order cancel need take week system cancel order wast wait need order anoth wait game even give feedback cancel fail ship give peopl warn bewar,1
"For the last 2 years I been recommend my friends and colleagues about how trust worthy shopee app is. But now I can't anymore as seller become more and more being dishonest. They list a good price, payment made, they not willing to sell instruct us to cancel order to reorder again when they increase their price unreasonablely high and or cancel my order during their shipping period and block me, have escalate this issues before, and now is the third time a seller dishonest with their listing.",last year recommend friend colleagu trust worthi anymor becom dishonest list good price payment made will sell instruct us cancel order reorder increas price unreason high cancel order ship period block escal issu third dishonest list,1
"I'm a little shocked how high this place is rated, to be honest.  I'm not disappointed easily, but I've given this place three chances to impress and they've consistently disappointed.   I live nearby and was very excited for a new, trendy place to eat & drink. The first time we went there, we sat at the ""outside"" bar. The male bartender was not personable at all-he was actually quite rude. When I politely asked him if he knew the price of a liquor off the top of his head (and not to worry about it if he didn't, I was just curious), he snottily replied with, ""well, there's not a button for it so I don't know."" He then rolled his eyes and walked away. I was astounded at how rude he was but shrugged it off. I actually felt bad because I thought somehow I offended or embarrassed him because he didn't know the price of this particular liquor, so I apologized to him, and he proceeded to made another smart comment about how he charged me the well price but that the next time I come in it might be much higher, again being very snotty and rude. My boyfriend was actually pretty upset at the way he spoke to me but chose to let it go because we just aren't the type if people to be confrontational or to complain.  After our meal and about an hour before close, he told us he was leaving and that another girl would be taking care of us. When she showed up all she did was clean the bar in preparation to close (even though that wasn't for another hour) and didn't even introduce herself or say hello. I waited for her to notice that my boyfriend's Blue Moon was empty but she was too busy cleaning so I asked her myself. She asked me what beer he was drinking, I told her, then watched her pour the wrong beer and give it to me as if I wouldn't notice. (Not all alcohol is available at that side of the bar. For instance Blue Moon and the liquor I was drinking are stored at the main bar, another point of annoyance for the original, rude male bartender. But how is that my fault? I didn't know that.  And clearly this girl didn't feel like going to the other bar to pour the correct beer for my boyfriend, even though she specifically asked me which beer he was drinking and then lazily poured whatever wheat beer they had in tap at the bar we were sitting at.) That was the ""straw that broke the camel's back"" for me. We paid out and went to Darcy McGees (in the same shopping center) where the staff are always pleasant and helpful.

We have since given the Lion two more tries but been severely disappointed with the service. The food is excellent- but just cannot make up for the terrible service. The second time we tried this place we sat at the main bar (as to not inconvenience the bartender at the outside bar), and all of the bartenders were too busy talking amongst themselves to notice that both of us were empty on drinks and hungry with no menus offered to us. I'm sorry to say that we won't be giving this place another shot.",littl shock high place rate honest disappoint easili given place three chanc impress consist disappoint live nearbi excit new trendi place eat drink first went sat outsid bar male bartend person actual quit rude polit ask knew price liquor top head worri curiou snottili repli well button know roll eye walk away astound rude shrug actual felt thought somehow offend embarrass know price particular liquor apolog proceed made anoth smart comment charg well price next come might much higher snotti rude boyfriend actual pretti upset way spoke chose let go type peopl confront complain meal hour close told us leav anoth girl would take care us show clean bar prepar close even though anoth hour even introduc say hello wait notic boyfriend blue moon empti busi clean ask ask beer drink told watch pour wrong beer give notic alcohol avail side bar instanc blue moon liquor drink store main bar anoth point annoy origin rude male bartend fault know clearli girl feel like go bar pour correct beer boyfriend even though specif ask beer drink lazili pour whatev wheat beer tap bar sit straw broke camel back paid went darci mcgee shop center staff alway pleasant help sinc given lion two tri sever disappoint servic food excel cannot make terribl servic second tri place sat main bar inconveni bartend outsid bar bartend busi talk amongst notic us empti drink hungri menu offer us sorri say give place anoth shot,1
"This place has decent, prompt sandwiches, and I'll take it any day over every other sandwich chain in the Valley.",place decent prompt sandwich take day everi sandwich chain valley,0
"Smooth, secure, hassle free shopping with constant coins / dollars off to deduct from my regular groceries purchases which I most like. Need only improve / have a wider range of supermarket products.",smooth secur hassl free shop constant coin dollar deduct regular groceri purchas like need improv wider rang supermarket product,0
Was a little difficult to sync the first time. I really have only used the Tap to play music and to ask for the weather. I like that the device takes up little space in my kitchen.,littl difficult sync first realli use tap play music ask weather like take littl space kitchen,0
"burnt.
china china caught fire :(",burnt china china caught fire,1
"I was excited about the concept of a haircut and a beer.  So, when I saw an offer from Livingsocial I purchased three coupons.  Here's the trouble... I went on a Tuesday night at 6:30pm and was told they will not honor the coupon until 7pm.  However, I was told if I wanted to pay for a cut at the standard rate, they would take me ASAP.  Nobody was in the joint and they refused to take my Livingsocial coupon until after 7pm.",excit concept haircut beer saw offer livingsoci purchas three coupon troubl went tuesday night pm told honor coupon pm howev told want pay cut standard rate would take asap nobodi joint refus take livingsoci coupon pm,1
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,need two hand oper screen softwar interfac decad old cannot compet new softwar design,1
"Great hotel in Central Phoenix for a stay-cation, but not necessarily a place to stay out of town and without a car. Not much around the area, and unless you're familiar with downtown, I would rather have a guest stay in Old Town Scottsdale, etc. BUT if you do stay here, it's awesome. Great boutique rooms. Awesome pool that's happening in the summer. A GREAT rooftop patio bar, and a very very busy lobby with Gallo Blanco attached. A great place to stay, but have a car!",great hotel central phoenix stay cation necessarili place stay town without car much around area unless familiar downtown would rather guest stay old town scottsdal etc stay awesom great boutiqu room awesom pool happen summer great rooftop patio bar busi lobbi gallo blanco attach great place stay car,0
"The green chili  pulled pork omelet  was delightfully good.  The coffee was great, and so is the decor.  The cream chipped beef and biscuits are also pretty fantastic.",green chili pull pork omelet delight good coffe great decor cream chip beef biscuit also pretti fantast,0
Overall delivery and everything is fine but the main problem is the app itself. The UI is really bad. It's an information overload of some 472828 different deals here and there and really hard to focus on anything. There are too many things going on at once that are not needed. Gotta revamp the whole front-end pls,overal deliveri everyth fine main problem ui realli inform overload differ deal realli hard focu anyth mani thing go need gotta revamp whole front end pl,1
"This place has gone so downhill. If I hadnt gotten my chips, salsa & water immediately, I wouldve walked out. Margaritas are always awesome. But the service and food is straight up AWFUL. Microwaved enchiladas, no rice, rude, cold, unfriendly, uninviting service...If you're looking for a fabulous, neighborhood mexican restaurant, try Las Glorias Grill. The location isnt as great, but the food, service and drinks, blows this place outta the water. After years of going to aunt chiladas, Im NEVER going back again. They dont deserve your money either....",place gone downhil hadnt gotten chip salsa water immedi wouldv walk margarita alway awesom servic food straight aw microwav enchilada rice rude cold unfriendli uninvit servic look fabul neighborhood mexican restaur tri la gloria grill locat isnt great food servic drink blow place outta water year go aunt chilada im never go back dont deserv money either,1
Nice solid keyboard.,nice solid keyboard,0
"What ever you do don't waste your money here.  I am not the person who likes to send food back, in fact I hate to do it.  I had no choice here, this was by far the worst mexican food I have eaten.  The food has such a horrible after taste.  I not only hated my meal but tried my boyfriends as well and it was still terrible.  The service compares to the food, we waited forvever just for a server to come over and greet us.  I wouldn't even recommend this place to my enemies.",ever wast money person like send food back fact hate choic far worst mexican food eaten food horribl tast hate meal tri boyfriend well still terribl servic compar food wait forvev server come greet us even recommend place enemi,1
"Advantages: Many items are (1) cheaper than other apps' and (2) shipping is usually reasonably fast. Disadvantages: (1) App slows down after a while and requires restart. Reinstalling it and clearing cache don't help. (2) Many sellers are using images of different items, although some are quite similar. (3) What I hate most is that Shopee is generally siding the sellers even with clear evidence that items received are different. Getting refund can be a pain in the ass and may fail.",advantag mani cheaper app ship usual reason fast disadvantag slow requir restart reinstal clear cach help mani use imag differ although quit similar hate gener side even clear evid receiv differ get refund pain ass may fail,1
The app is good until recently the delivery price is increased and now there is issue in checking my purchased items and also slow when browsing the items.,good recent deliveri price increas issu check purchas also slow brows,0
NOT RECOMMEND! Bad experience with Dispute Resolution... does not help customer with disputes. I made a mistake to think that 'Buy 2 items for $25' to mean get 2 pieces at the price of $25. The item retails for $16; way over priced if only 1 piece at $25.99. Shopee condones sellers' over pricing and profiteering. How to trust such a platform with unscrupulous sellers. Shopee deleted my 1 star rating given to the seller!!!!! Will certainly be deleting Shopee!!!!!,recommend experi disput resolut help custom disput made mistak think buy mean get piec price retail way price piec condon price profit trust platform unscrupul delet star rate given certainli delet,1
Disappointed with battery.,disappoint batteri,1
I second Sarah's review. Try the 49er flapjacks and Ron's Special Southwest Eggs (they come with nearly diaphanous potato pancakes). Don't forget to hit the ATM -- there's a Wells Fargo at 68th and Camelback.,second sarah review tri er flapjack ron special southwest egg come nearli diaphan potato pancak forget hit atm well fargo th camelback,0
I update to 10.10 and now I can no longer run shopee farm. How do I uninstall this update? Oct 18. Same problem again after updating the app!,updat longer run farm uninstal updat oct problem updat,1
"Hi Shopee, u guys are a joke, whenever there is an upgrade of your app, the app cannot even be upgraded completely using WiFi or mobile data, it only shows how much you guys bother about your own app...",hi u guy joke whenev upgrad cannot even upgrad complet use wifi mobil data show much guy bother,1
Awesome app! Excellent customer service in handling returns and refunds. Delivery is also SIGNIFICANTLY faster than Lazada and AliExpress. These 2 have a lot to learn from Shopee! AliExpress is a gamble....pay and you might not receive. Shopee is a sure catch....pay and get ready to receive. Keep up the excellent work! Thank you!,awesom excel custom servic handl return refund deliveri also significantli faster lazada aliexpress lot learn aliexpress gambl pay might receiv sure catch pay get readi receiv keep excel work thank,0
Most items are cheaper and convenient than other websites except some items maybe overpriced by some sellers. Beware of some fake sellers or scammers selling cheaper than market price. Shipping cost cheaper than others.,cheaper conveni websit except mayb overpr bewar fake scammer sell cheaper market price ship cost cheaper other,1
Does not fit.,fit,1
"Update after 6months.. The system performance still the same..How to shop when your system so lagging?... Feedback on Feb 2022: Please improve, not able to shop using this app nowadays. At first, I thought it was a temporary technical issue, but it has been lagging for many months.. very disappointed.",updat month system perform still shop system lag feedback feb pleas improv abl shop use nowaday first thought temporari technic issu lag mani month disappoint,1
"Okay I have found my new favorite ""home office!""  I don't have an office for my agency yet so coffee shops tend to be where I get most of my work done.

Last week I checked out Echo Coffee for a client meeting and we both really liked it.  Today I returned and spent a few hours working at Echo Coffee on their wi-fi. It was such a nice break from my usual home office at Starbucks.  Walking into Echo Coffee you can instantly tell its a different type of coffee experience.  The environment is very relaxing, music is not blasting so customers don't have to scream over each other, and they have great big couches in the back.  Of course atmosphere and great coffee needs to be in balance and it definitely was at Echo.

The coffee is really good and love very fair price for the quality you get (my 2 favs are Cappuccino at $2.75 and $3.75 for large Chai Latte).  My chai latte came in a big ceramic mug.  I don't know about you but there is just something special enjoying coffee out of big mugs and not recyclable paper cups.

A surprising first for me is getting actual lunch at a coffee place and was pleasantly surprised to find the food was also really good.  Can you tell I am a fan yet?  I ordered a Curry Chicken sandwich and it was huge and delicious so finished the whole thing.  There was a nice bonus on the plate - Mango Chutney so make sure you get that if you order lunch at Echo.  I would have loved just a bowl of that and bread as its flavor was so good.  I need to find out where they get this from as I want to have it at home. About $12.50 for my huge Chai tea and curry chicken sandwich.",okay found new favorit home offic offic agenc yet coffe shop tend get work done last week check echo coffe client meet realli like today return spent hour work echo coffe wi fi nice break usual home offic starbuck walk echo coffe instantli tell differ type coffe experi environ relax music blast custom scream great big couch back cours atmospher great coffe need balanc definit echo coffe realli good love fair price qualiti get fav cappuccino larg chai latt chai latt came big ceram mug know someth special enjoy coffe big mug recycl paper cup surpris first get actual lunch coffe place pleasantli surpris find food also realli good tell fan yet order curri chicken sandwich huge delici finish whole nice bonu plate mango chutney make sure get order lunch echo would love bowl bread flavor good need find get want home huge chai tea curri chicken sandwich,0
Problem with enlarge photo in product listing page,problem enlarg photo product list page,1
No rating/feedback feature on delivery to report on irresponsible delivery personnel. Update: Still no action on irresponsible delivery personnel who just leaves the parcel in the riser without ringing the doorbell. Some do send a WhatsApp message but not everyone is able to read their messages on time.,rate feedback featur deliveri report irrespons deliveri personnel updat still action irrespons deliveri personnel leav parcel riser without ring doorbel send whatsapp messag everyon abl messag,1
"We were gifted a Groupon for Fuego and had the pleasure of dining there on Friday night. We did not have a reservation, which would have helped us sit outside, but we were seated inside right away. The host was very pleasant and welcoming. 

Much has already been praised about this little gem, and I agree with all of the accolades regarding the atmosphere, the service, the food...it was all wonderful. 

We had the Fuego salad, which was huge and lovely (although I would have liked some diced onions on it; maybe I'll ask next time), the tortilla soup (husband raved about this), the Pulled Pork with cheddar chipotle mashed potatoes and maple-glazed carrots, and the panko-breaded chicken breast with creamed jalapeno corn and maple-glazed carrots. 

In all it was delectable. The entrees were succulent and nicely plated. I particularly loved the creamed corn, which was perfectly spicy and helped clear by sinuses (I succumbed to a bad cold the next day, so maybe I need some more!).

The only thing I would not order again is the carrots. I didn't feel these added anything to our dinners. The maple taste was pretty subtle, to the point of being nonexistent. Also, I think that if you're going to put yourself out there as an upscale restaurant, go the extra mile and use real carrots instead of the bagged ""baby carrots"" that you can find so readily on cafeteria lines. It will look better. 

Our waiter forgot to charge us for the soup. I pointed this out, and he comped us anyway. I will definitely continue to patronize an establishment that empowers its staff to make decisions like that without worrying that they're going to get a dock in pay.

We'll be back, probably first to try out the amazing-looking Happy Hour!",gift groupon fuego pleasur dine friday night reserv would help us sit outsid seat insid right away host pleasant welcom much alreadi prais littl gem agre accolad regard atmospher servic food wonder fuego salad huge love although would like dice onion mayb ask next tortilla soup husband rave pull pork cheddar chipotl mash potato mapl glaze carrot panko bread chicken breast cream jalapeno corn mapl glaze carrot delect entre succul nice plate particularli love cream corn perfectli spici help clear sinus succumb cold next day mayb need would order carrot feel ad anyth dinner mapl tast pretti subtl point nonexist also think go put upscal restaur go extra mile real carrot instead bag babi carrot find readili cafeteria line look better waiter forgot charg us soup point comp us anyway definit continu patron establish empow staff make decis like without worri go get dock pay back probabl first tri amaz look happi hour,0
I have had problems wit hit dropping signal and more.,problem wit hit drop signal,1
"I absolutely love the food here! the service is good, the food is excellent and as far as the price goes..I can't complain. this is one of favorite places to eat.",absolut love food servic good food excel far price goe complain favorit place eat,0
"The biggest complaint I have is, the battery drains superfast.",biggest complaint batteri drain superfast,1
"I have this phone and it is a thorn in my side, I really abhor it.",phone thorn side realli abhor,1
"Not recommended. Please shop at other online platforms. Very disappointed with their return and refund policies. I ordered one of the product on 15 Feb 22 and still did not receive anything on 3rd March 22. Checked with seller, he mentioned products had been shipped out and suggested me to check with shopee. Shopee took two days to reply and mentioned they need another 7 days to investigate. It's just wasting of my time. I'm going to uninstall Shopee app after this.",recommend pleas shop onlin platform disappoint return refund polici order product feb still receiv anyth rd march check mention product ship suggest check took two day repli mention need anoth day investig wast go uninstal,1
"Let me first explain that we came to the place on a bad night...  Apparently, one of their regulars LITERALLY drank herself to death - spent a week in the hospital before whe finally died.  Instead of a funeral, her husband and family set up a memorial at her favorite bar...  The place was filled with long hugs and sobbing... all while the gal's husband was hammered and wobbled leaning on the end of the bar.  Sad, sad, sad, sad...... on SO many levels.........

That said, we just tried to stay away from it all... and our server (Bobbi - hope I spelled it right) was really great in keeping happy, warm, and chatty.

Ignoring the other patrons that night, then, this place is definitely a great little legit Irish pub (apparently the oldest in the Valley for you history nerds)!

Firstly, they have all sorts of Irish food items (cottage pie, corned beef and cabbage, bangers and mash, beef stew, seafood, and they even have a boxty).  We tried a couple different things that were all tasty!

Next, almost all of their beer taps are dedicates to Irish or UK beers (Guinness, Smithwick's, Harp, Kilkenny, Magner's, Newcastle, etc...)... and they know how to pour a stout!

They didn't have live music that night (apparently, they normally have live Irish bands 6 nights a week)... but they played a great array of REAL Irish music the whole time!

I read a couple reviews that claimed it's not an authentic Irish pub...... but I'm guessing these folks haven't spent a whole lot of time in Ireland?  Understand that ANY bar, in America, has to have cheeseburgers and chicken fingers - because you're not IN Ireland...  That said...... if a bar plays Irish music... has 7 of 10 taps dedicated to Irish and UK beers (with the other 3 Irish or UK STYLE like Killians, Kiltlifter, and Sam Adams)... has all SORTS of Irish food on the menu... real Irish signage (not shamrocks)... proper stout pours in two-parts... plays Irish sports on TV... supports the local Irish clubs..... what makes it NOT a legit Irish Pub?

This place is about as legit Irish as you'll find in Arizona... and worth a visit!",let first explain came place night appar regular liter drank death spent week hospit whe final die instead funer husband famili set memori favorit bar place fill long hug sob gal husband hammer wobbl lean end bar sad sad sad sad mani level said tri stay away server bobbi hope spell right realli great keep happi warm chatti ignor patron night place definit great littl legit irish pub appar oldest valley histori nerd firstli sort irish food cottag pie corn beef cabbag banger mash beef stew seafood even boxti tri coupl differ thing tasti next almost beer tap dedic irish uk beer guin smithwick harp kilkenni magner newcastl etc know pour stout live music night appar normal live irish band night week play great array real irish music whole coupl review claim authent irish pub guess folk spent whole lot ireland understand bar america cheeseburg chicken finger ireland said bar play irish music tap dedic irish uk beer irish uk style like killian kiltlift sam adam sort irish food menu real irish signag shamrock proper stout pour two part play irish sport tv support local irish club make legit irish pub place legit irish find arizona worth visit,0
"Best pizza Ive had in Arizona hands down. My best friend lives in AZ, my friends and I stopped by this place and enjoyed surprisingly wonderful tasting pizza a must try. When I went here they were playing underground hip-hop which I am a fan of. It made it a great atmosphere to enjoy my food. I highly recommend this place I live in California and this place still comes to mind. Great for college students and the fam bam.",best pizza ive arizona hand best friend live az friend stop place enjoy surprisingli wonder tast pizza must tri went play underground hip hop fan made great atmospher enjoy food highli recommend place live california place still come mind great colleg student fam bam,0
Ordered the Philly Egg Rolls. They came out still frozen in the middle. It's hit or miss if the waitress will be decent or not.,order philli egg roll came still frozen middl hit miss waitress decent,1
I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,own phone month say best mobil phone,0
"Past month (may 2022), app is very slow to load. Many errors on payment page, page unable to load and chat with agent is not really helpful. Frustrating. Dont know what happened. App is annoying to use..",past month may slow load mani error payment page page unabl load chat agent realli help frustrat dont know happen annoy,1
IT'S REALLY EASY.,realli easi,0
"Despite repeated requests and explanation on the lack of communication from the seller over the app and via phone and email, refund/return requests are not possible after 1 hour as there is insufficient buyer protection. Great customer service tho! I received multiple apologies from Shopee. No idea why they keep on apologizing on behalf of their sellers though, I wished they wouldn't and instead could allow the seller to be more accountable to consumers directly.",despit repeat request explan lack commun via phone email refund return request possibl hour insuffici buyer protect great custom servic tho receiv multipl apolog idea keep apolog behalf though wish instead could allow account consum directli,0
"Extremely disappointing. Signed up on 3 May 2020. Welcome gift couldn't be redeemed, fine. However, voucher for my first purchase also couldn't be used so I sought help. Shopee Live chat said they would escalate the issue but didn't get back. On 6 May, i wrote in again. Only on 19 May night was someone assigned to help. After i replied with the voucher error message, they said i am permanently limited because of 'activities' and this ban non-appealable. I didn't even do anything. Amazing.",extrem disappoint sign may welcom gift redeem fine howev voucher first purchas also use sought help live chat said would escal issu get back may wrote may night someon assign help repli voucher error messag said perman limit activ ban non appeal even anyth amaz,1
"I ALWAYS have difficulty adjusting the price filters because the button does not seem to react or takes a very long time to react. Very irritating, super annoying",alway difficulti adjust price filter button seem react take long react irrit super annoy,1
I cannot view your navigation buttons for both app and using URL. How am I supposed to track my orders?? Your top left arrow button does not work and the top right 3 buttons are completely useless! Whats wrong with this app? I cant possibly login to my pc for desktop version everytime what!,cannot view navig button use url suppos track order top left arrow button work top right button complet useless what wrong cant possibl login pc desktop version everytim,1
"Delicious. With me, i'm all about frosting.  And Sprinkles delivers! Big, thick layer of frosting on every cupcake. I recently had the Mocha, dark choc cupcake with mocha frosting. Wow... It was so rich i had to take a break of about 5 min before i could finish it. I'm a big fan of the vanilla and banana. You just can't go wrong with cream cheese frosting, right?  OH!  And the best thing of all... You can get a ""shot"" of frosting!  Yep... A 1oz dixie cup piled high with a flavor of your choice for 75cents.  I usually eat my frosting shot in the store while waiting for my cupcake order.   ;-)  It's pricey, but its not an everyday thing... Its a treat and a good one!",delici frost sprinkl deliv big thick layer frost everi cupcak recent mocha dark choc cupcak mocha frost wow rich take break min could finish big fan vanilla banana go wrong cream chees frost right oh best get shot frost yep oz dixi cup pile high flavor choic cent usual eat frost shot store wait cupcak order pricey everyday treat good,0
"food is good ,but they have to re-model those bathrooms they are piss soaked and the smell makes it all the way to the dining room oooff!!!!!",food good model bathroom piss soak smell make way dine room oooff,1
"The case does what it is supposed to do. I think because I bought the tablet, Amazon should have reduced the price of case. Too pricey but I wanted a perfectly fitted case and not something that would or would not be compatible.",case suppos think bought reduc price case pricey want perfectli fit case someth would would compat,0
Delicious. Can't be the pricing on the lunch menu at a sit down restaurant. Great interior decor that doesn't scream Chinese restaurant. So far I've had the House Special Chicken and Sweet and Sour Chicken. Both were great.,delici price lunch menu sit restaur great interior decor scream chines restaur far hous special chicken sweet sour chicken great,0
"This store is a average. It has a six month wall. This place does not bag and board new issues unless asked. The store specializes in new stuff only and has almost no back stock. The store has tournaments for card gaming on weekends. The staff doesn't talk to new customers much or ask them if they need assistance. Note for true comic fans...
This store is good for new comics on Wednesdays and supplies but that is about it. Dime-a-dozen store... nothing special.",store averag six month wall place bag board new issu unless ask store special new stuff almost back stock store tournament card game weekend staff talk new custom much ask need assist note true comic fan store good new comic wednesday suppli dime dozen store noth special,1
Love this place.  Friendly staff. Always a treat to see what's cooking on the weekend. I don't mind standing in line to order. Great way to meet new friends and talk to old ones. Ask Kiersten about the cortadito.,love place friendli staff alway treat see cook weekend mind stand line order great way meet new friend talk old one ask kiersten cortadito,0
"Shoppee is a fantastic platform to buy essentials which can even be cheaper than the mall with shops' discount and Shoppee's cashback! At the click of a button, you are spoilt for choice to choose from the impeccable range of goods offered by sellers. You get what you want conveniently delivered to your house even for bulky and heavy items. Unknowingly, some shops even reward you with free gifts....I've received a set of HappyCall forest wood 5-piece cooking tools which are amazingly beautiful.",fantast platform buy essenti even cheaper mall shop discount cashback click button spoilt choic choos impecc rang good offer get want conveni deliv hous even bulki heavi unknowingli shop even reward free gift receiv set happycal forest wood piec cook tool amazingli beauti,0
"Can save more on shopee app, but Sometimes shopee have problem with voucher redemption and payment, other than that was ok. 4star..",save sometim problem voucher redempt payment ok star,1
"App keeps crashing. Please look into it. Wouldn't stay open more than 1 second. Already tried restarting phone and reinstalling app, doesn't work.",keep crash pleas look stay open second alreadi tri restart phone reinstal work,0
